Movie,Year
Strange Frame: Love & Sax,2012
Jesus Henry Christ,2012
White Collar Hooligan,2012
Dark Shadows,2012
El Gringo,2012
Bloodwork,2012
Dragon Eyes,2012
Stash House,2012
Steve Jobs: The Lost Interview,2012
Girl in Progress,2012
Philly Kid,2012
Piranha 3DD,2012
The Dictator,2012
Moonrise Kingdom,2012
What to Expect When You're Expecting,2012
Girls Against Boys,2012
Rust and Bone,2012
stitches,2012
The Perfect Human Diet,2012
On the Road,2012
Men in Black 3,2012
"Joshua Tree, 1951: A Portrait of James Dean",2012
Chernobyl Diaries,2012
Cowgirls N' Angels,2012
My Valentine,2012
The Pact,2012
Cosmopolis,2012
Abraham Lincoln Vs. Zombies,2012
Prometheus,2012
Snow White and the Huntsman,2012
American Mary,2012
For Greater Glory,2012
Battlefield America,2012
wrath,2012
Adventures in Zambezia,2012
Madagascar 3: Europe's Most Wanted,2012
iLL Manors,2012
Swerve,2012
A Fantastic Fear of Everything,2012
Safety Not Guaranteed,2012
Adventures in the Sin Bin,2012
Jersey Shore Shark Attack,2012
Superman vs. The Elite,2012
rock of ages,2012
That's My Boy,2012
The Girl from the Naked Eye,2012
Saturday Morning Mystery,2012
Kumare,2012
Abraham Lincoln: Vampire Hunter,2012
Brave,2012
Seeking a Friend for the End of the World,2012
Lay the Favorite,2012
The Last Ride,2012
The Amazing Spider-Man,2012
Ice Age: Continental Drift,2012
Katy Perry: Part of Me,2012
Neil Young Journeys,2012
I Heart Shakey,2012
Storage 24,2012
Maladies,2012
Beasts of the Southern Wild,2012
Ted,2012
People Like Us,2012
Tyler Perry's Madea's Witness Protection,2012
Searching for Sugar Man,2012
Holy Motors,2012
Mac & Devin Go to High School,2012
Savages,2012
The Do-Deca-Pentathlon,2012
The Queen of Versailles,2012
generation Um…,2012
The Simpsons: The Longest Daycare,2012
McKenna Shoots for the Stars,2012
The Punsher: Dirty Laundry,2012
The Dark Knight Rises,2012
The Perfect House,2012
Wu Dang,2012
Revenge for Jolly!,2012
Under the Bed,2012
alter egos,2012
Starship Troopers: Invasion,2012
Wolf Children,2012
Ruby Sparks,2012
360,2012
The Thieves,2012
Step Up: Revolution,2012
The Watch,2012
V/H/S,2012
Killing Them Softly,2012
Hijacked,2012
Assassin's Bullet,2012
Diary of a Wimpy Kid: Dog Days,2012
Craigslist Joe,2012
Celeste and Jesse Forever,2012
Mosquita y Mari,2012
ParaNorman,2012
The Babymakers,2012
100 Bloody Acres,2012
Truth or Die,2012
Hope Springs,2012
No,2012
bourne 4,2012
expendables 2,2012
The Sapphires,2012
The Dinosaur Project,2012
The Campaign,2012
Freelancers,2012
grabbers,2012
Red Hook Summer,2012
Supercapitalist,2012
Goats,2012
Storm Surfers 3D,2012
The Odd Life of Timothy Green,2012
Easy Money: Hard to Kill,2012
Robot and Frank,2012
Sparkle,2012
Why Stop Now,2012
Tinker Bell: Secret of the Wings,2012
Side by Side,2012
The Thompsons,2012
"Batman: The Dark Knight Returns, Part 1",2012
Hit and Run,2012
The Conspiracy,2012
The Apparition,2012
Compliance,2012
erased,2012
General Education,2012
Sleepwalk with Me,2012
Kon-Tiki,2012
Premium Rush,2012
Vamps,2012
Hemingway & Gellhorn,2012
The Baytown Outlaws,2012
blood money,2012
The Oogieloves in the Big Balloon Adventure,2012
Lawless,2012
At Any Price,2012
Berberian Sound Studio,2012
the possession,2012
Everybody Has a Plan,2012
Beyond the Trophy,2012
Cockneys vs. Zombies,2012
"For a Good Time, Call...",2012
The Act of Killing,2012
Fire with Fire,2012
Doggie B,2012
The Iceman,2012
Beyond Outrage,2012
WRONG,2012
Pieta,2012
Bait 3D,2012
Greystone Park,2012
A Christmas Story 2,2012
Branded,2012
stolen,2012
The Company You Keep,2012
Passion,2012
Arthur Newman,2012
The Words,2012
Dredd,2012
The Master,2012
Girl Most Likely,2012
Quartet,2012
The Brass Teapot,2012
Much Ado about Nothing,2012
A Liar's Autobiography,2012
Mister Pip,2012
Silver Linings Playbook,2012
Roman Polanski: Odd Man Out,2012
Byzantium,2012
The Impossible,2012
No Place on Earth,2012
The Lords of Salem,2012
Here Comes the Devil,2012
Disconnect,2012
6 Bullets,2012
The Sweeney,2012
The We and the I,2012
Aftershock,2012
Francine,2012
Resident Evil: Retribution,2012
Excision,2012
Between Us,2012
The Bay,2012
Come Out and Play,2012
Twice Born,2012
Marvel One-Shot: Item 47,2012
Abel's Field,2012
Emperor,2012
The Paperboy,2012
10 Years,2012
Liberal Arts,2012
Inescapable,2012
Toy Story: Partysaurus Rex,2012
Arbitrage,2012
Unfinished Song,2012
Picture Day,2012
Haute Cuisine,2012
The Citizen,2012
Antiviral,2012
End of Watch,2012
The Perks of Being a Wallflower,2012
Hotel Transylvania,2012
Trouble with the Curve,2012
The City of Gardens,2012
Hecho en Mexico,2012
My Uncle Rafael,2012
House at the End of the Street,2012
Jurassic Shark,2012
Backwards,2012
The Collection,2012
Promised Land,2012
FDR: American Badass!,2012
Resident Evil: Damnation,2012
The Assassins,2012
Looper,2012
The Suicide Shop,2012
dark blood,2012
Dead Mine,2012
Taken 2,2012
Upside Down,2012
Tai Chi 0,2012
Pitch Perfect,2012
The Barrens,2012
The Other Dream Team,2012
Won't Back Down,2012
Chasing Ice,2012
Chained,2012
Hypothermia,2012
Frankenweenie,2012
Mental,2012
Universal Soldier: Day of Reckoning,2012
The House I Live In,2012
Fat Kid Rules the World,2012
#Holdyourbreath,2012
Butter,2012
Everything or Nothing: The Untold Story of 007,2012
Venus and Serena,2012
Werewolf: The Beast Among Us,2012
Marvin the Martian,2012
silent hill 2,2012
Dead Before Dawn 3D,2012
Little Red Wagon,2012
Here Comes the Boom,2012
Forgetting the Girl,2012
Seven Psychopaths,2012
Art Machine,2012
Atlas Shrugged: Part II,2012
Grave Encounters 2,2012
"3,2,1...Frankie Go Boom",2012
Least Among Saints,2012
Stories We Tell,2012
Border Run,2012
Smiley,2012
Ninjas Vs Monsters,2012
Paranormal Activity 4,2012
Bigfoot: The Lost Coast Tapes,2012
Ginger & Rosa,2012
Alex Cross,2012
Delhi Safari,2012
Nobody Walks,2012
The First Time,2012
Best Man Down,2012
The Girl,2012
Wrong Turn 5: Bloodlines,2012
Fun Size,2012
Chasing Mavericks,2012
Tai Chi Hero,2012
Skyfall,2012
"Goodnight, Mr. Foot",2012
Room 237,2012
Dust Up,2012
Cloud Atlas,2012
Gallowwalkers,2012
Bigfoot,2012
The American Scream,2012
The Reef 2,2012
Tomorrow You're Gone,2012
Burn,2012
hitman 2,2012
A Late Quartet,2012
The Man With the Iron Fists,2012
Jack and Diane,2012
Paperman,2012
Flight,2012
Bronies: The Extremely Unexpected Adult Fans of My Little Pony,2012
SEAL Team Six: The Raid on Osama Bin Laden,2012
Kiss of the Damned,2012
Deadfall,2012
In Their Skin,2012
Nature Calls,2012
Lincoln,2012
Argento's Dracula 3D,2012
Cirque du Soleil Worlds Away,2012
Reincarnated,2012
The Twilight Saga: Breaking Dawn - Part 2,2012
The Legend of Mor'du,2012
ThanksKilling 3,2012
Divorce Invitation,2012
Capital,2012
The Motel Life,2012
the normals,2012
Price Check,2012
The Color of Time,2012
Trailer War,2012
Life Of Pi,2012
rise of the guardians,2012
Hitchcock,2012
6 Degrees of Hell,2012
The Hobbit: An Unexpected Journey,2012
Heaven's Door,2012
¡Cuatro!,2012
Ex-Girlfriends,2012
A Dark Truth,2012
Playing for Keeps,2012
Great Expectations,2012
Sightseers,2012
Sorority Party Massacre,2012
Quantum Quest: A Cassini Space Odyssey,2012
So Undercover,2012
Bad Kids Go to Hell,2012
In Our Nature,2012
Sushi Girl,2012
Hyde Park on Hudson,2012
Waiting for Lightning,2012
Bigfoot County,2012
Ernest & Célestine,2012
Stand Up Guys,2012
Let Fury Have the Hour,2012
Alien Uprising,2012
The Guillotines,2012
Freeloaders,2012
Les Misérables (2012),2012
Zero Dark Thirty,2012
The Guilt Trip,2012
This is 40,2012
Jack Reacher,2012
CZ12,2012
Hunter Killer,2012
Not Fade Away,2012
Django Unchained,2012
West of Memphis,2012
Parental Guidance,2012
Allegiance,2012
High School Sucks: The Musical,2012
poe,2012
The Shadow,2012
Three Men and a Bride,2012
Sgt. Rock,2012
Skinny Dip,2012
Waterbug,2012
The Keep,2012
Untitled Midnight Run Sequel,2012
Northern Lights,2012
The Karma Coalition,2012
Untitled Les Grossman Project,2012
Einstein,2012
Responsible Adults,2012
The Drummer,2012
Fire,2012
Mis-Fits,2012
The House Gun,2012
RollerCoaster Tycoon,2012
Puzzle Palace,2012
Crazy for the Storm,2012
Gravel,2012
Married and Cheating,2012
Deadliest Warrior,2012
Machine Man,2012
Man and Wife,2012
Goliath,2012
Golden Gate,2012
The Secret Lives of Road Crews,2012
Sinbad: Rogue of Mars,2012
Woodchucks,2012
Mississippi Wild,2012
How to Survive a Robot Uprising,2012
Road to Nardo,2012
Wicked Lovely,2012
Samson,2012
Peter and the Starcatchers,2012
Suspension,2012
Seven Friends of Pancho Villa and the Woman with Six Fingers,2012
The Amateur American,2012
Lunatic at Large,2012
Dr. Deth with Kip and Muffy,2012
Psychopomp,2012
Dark Life,2012
Five Against a Bullet,2012
The Lady Who Went Too Far,2012
Don't Talk or Text Filmmaking Frenzy,2012
The Day of the Triffids,2012
quartermain,2012
"Time, the Fourth Dimension",2012
Nagasaki Deadline,2012
The Red Star,2012
The Con of Wrath,2012
Field Trip,2012
Lonely Hunter,2012
Reincarnate,2012
Doc and Howie,2012
Wake the Dead,2012
The Reluctant Communist,2012
What Would Ridley Do?,2012
Dream on,2012
Heist Society,2012
space invader,2012
view-master,2012
The Curse of the Buxom Strumpet,2012
The Dead Circus,2012
William Tell 3D,2012
My American Lover,2012
The Story of Bonnie and Clyde,2012
Join Our Content Team,2012
Owned & Operated by Valnet Inc.,2012
What's On Streaming,2013
Box Office News,2013
Thrillers,2013
Paramount+,2013
James Bond,2013
Join Our Content Team,2013
Owned & Operated by Valnet Inc.,2013
2011,2013
2012,2013
2013,2013
2014,2013
2015,2013
Zero-G,2013
Ragnarok,2013
Logans Run,2013
Texas Chainsaw 3D,2013
"Batman: The Dark Knight Returns, Part 2",2013
Death Race 3: Inferno,2013
R'Ha,2013
The Grandmaster,2013
Gangster Squad,2013
A Haunted House,2013
Survival Code,2013
The Last Stand,2013
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013
The Haunting of Helena,2013
Hansel & Gretel: Witch Hunters,2013
Broken City,2013
Sound City,2013
Inequality for All,2013
The Kings of Summer,2013
Best Friends Forever,2013
Ghost Team One,2013
The Rambler,2013
Knights of Badassdom,2013
Officer Down,2013
Very Good Girls,2013
Parker,2013
The Suspect,2013
Spring Breakers,2013
Frankenstein's Army,2013
John Dies at the End,2013
Noobz,2013
Odd Thomas,2013
Intersection,2013
DV,2013
Warm Bodies,2013
Bullet To The Head,2013
journey to the west,2013
The Haunting in Connecticut 2: Ghosts of Georgia,2013
Die Hard 5,2013
The Playroom,2013
Identity Thief,2013
Safe Haven,2013
Side Effects,2013
A Glimpse Inside the Mind of Charles Swan III,2013
Spiders,2013
I Give it a Year,2013
Charlie Countryman,2013
Kill for Me,2013
The Blue Umbrella,2013
Purge,2013
Prince Avalanche,2013
Beautiful Creatures,2013
Escape from Planet Earth,2013
Saving Lincoln,2013
The Power of Few,2013
The Jeffrey Dahmer Files,2013
Mobius,2013
Bath Salt Zombies,2013
Aroused,2013
new world,2013
dark skies,2013
Snitch,2013
To the Wonder,2013
"Bless Me, Ultima",2013
Company of Heroes,2013
Jack the Giant Slayer,2013
Devil's Pass,2013
Vamp U,2013
Stoker,2013
The Last Exorcism Part II,2013
Roadside,2013
The End of Love,2013
21 & Over,2013
Sanitarium,2013
Sweet Talk,2013
The Midnight Game,2013
Pulp,2013
Something Real and Good,2013
Vehicle 19,2013
Girl Rising,2013
Just Like a Woman,2013
Oz: The Great and Powerful,2013
Cheap Thrills,2013
Dead Man Down,2013
I'm So Excited!,2013
The ABCs of Death,2013
No One Lives,2013
Loves Her Gun,2013
Life Tracker,2013
Holy Ghost People,2013
Crush (2013),2013
The Incredible Burt Wonderstone,2013
The Place Beyond the Pines,2013
Return to Nim's Island,2013
K-11,2013
Mindless Behavior: All Around the World,2013
The Croods,2013
Welcome to the Punch,2013
Shadow People,2013
The Reluctant Fundamentalist,2013
The Conjuring,2013
Olympus Has Fallen,2013
The Wicked,2013
Admission,2013
MURPH: The Protector,2013
Love & Honor,2013
Inside the Mind of Leonardo in 3D,2013
Trance,2013
GI Joe 2,2013
Family Weekend,2013
Temptation,2013
Dragon Ball Z: Battle of Gods,2013
Adore,2013
In Fear,2013
The Story of Luke,2013
Evil Dead,2013
Upstream Color,2013
Adjust Your Tracking: The Untold Story of The VHS Collector,2013
Before Midnight,2013
Sexy Evil Genius,2013
Infected,2013
Oblivion,2013
Open Road,2013
It's a Disaster,2013
42,2013
The Colony,2013
iSteve,2013
Penthouse North,2013
Pain & Gain,2013
Adult World,2013
Iron Man 3,2013
The Numbers Station,2013
Whitewash,2013
Bottled Up,2013
Sunlight Jr.,2013
Trust Me,2013
Big Bad Wolves,2013
The Director,2013
Raze,2013
Brazzaville Teen-Ager,2013
Pawn,2013
Superman: Unbound,2013
The Inhumans,2013
Mood Indigo,2013
The Big Wedding,2013
The Zombie King,2013
The Machine,2013
SAVANNAH,2013
The Look of Love,2013
See Girl Run,2013
Mud,2013
Jumanji: Welcome to the Jungle,2013
Felix Austria!,2013
12 O'Clock Boys,2013
The Stranger Within,2013
Willow Creek,2013
Drift,2013
Caroline and Jackie,2013
Greetings from Tim Buckley,2013
Star Trek Into Darkness,2013
Redemption,2013
Marley Africa Road Trip,2013
Devil's Knot,2013
Peeples,2013
Gingerclown 3D,2013
I Declare War,2013
The Great Gatsby,2013
He's Way More Famous Than You,2013
The Confession,2013
Borgman,2013
EPIC,2013
The English Teacher,2013
Return to Nuke 'Em High Volume 1,2013
Frances Ha,2013
Fast & Furious 6,2013
geography club,2013
The Hangover Part III,2013
behind the candelabra,2013
Venus in Fur,2013
Now You See Me,2013
Only God Forgives,2013
After Earth,2013
Crazy Kind of Love,2013
The East,2013
Free Samples,2013
12 Rounds 2: Reloaded,2013
Mystery Road,2013
V/H/S/2,2013
"The Way, Way Back",2013
Blackfish,2013
Rapture-Palooza,2013
The Internship,2013
Syrup,2013
Finding Joy,2013
The Square,2013
Absolute Deception,2013
Beyonce: Life Is But a Dream,2013
Get a Horse,2013
The Bling Ring,2013
This is the End,2013
Man of Steel,2013
Hatchet III,2013
Stuck in Love,2013
My Little Pony: Equestria Girls,2013
Monsters University,2013
Downloaded,2013
World War Z,2013
Rushlights,2013
Compulsion,2013
Somm,2013
Hellaware,2013
Life of a King,2013
Despicable Me 2,2013
White House Down,2013
Europa Report,2013
A Band Called Death,2013
The Heat,2013
Petunia,2013
Anna Nicole,2013
test,2013
Burning Blue,2013
Assault on Wall Street,2013
Smash & Grab: The Story of the Pink Panthers,2013
The Notebook,2013
Run,2013
The Lone Ranger,2013
Ain't Them Bodies Saints,2013
The Congress,2013
Kevin Hart: Let Me Explain,2013
The Immigrant,2013
Man of Tai Chi,2013
Hammer of the Gods,2013
A Field in England,2013
Absence,2013
Atlantic Rim,2013
Coffee Town,2013
Turbo,2013
Pacific Rim,2013
Sharknado,2013
Grown Ups 2,2013
The Frozen Ground,2013
Killing Season,2013
The Hot Flashes,2013
Trap for Cinderella,2013
Pawn Shop Chronicles,2013
Crystal Fairy,2013
Kick-Ass 2,2013
R.I.P.D.,2013
Underdogs,2013
Felony,2013
Red 2,2013
The World's End,2013
Drew: The Man Behind the Poster,2013
The Wind Rises,2013
House Party: Tonight's the Night,2013
The To Do List,2013
Paris Countdown,2013
Alan Partridge,2013
Battle of the Damned,2013
Jayne Mansfield's Car,2013
Fruitvale Station,2013
"Magic, Magic",2013
The Wolverine,2013
I'll Follow You Down,2013
The Canyons,2013
The Smurfs 2,2013
Justice League: The Flashpoint Paradox,2013
The Demented,2013
The Last Days on Mars,2013
Snowpiercer,2013
blue jasmine,2013
2 Guns,2013
The Spectacular Now,2013
liars all,2013
we're the millers,2013
Make Your Move,2013
Percy Jackson: Sea of Monsters,2013
Elysium,2013
Lovelace,2013
Justin and the Knights of Valour,2013
In a World...,2013
Jug Face,2013
Disney's Planes,2013
Darkchylde,2013
Clear History,2013
The Weekend,2013
Open Grave,2013
Paranoia,2013
Age of Uprising: The Legend of Michael Kohlhaas,2013
Austenland,2013
Abandoned Mine,2013
Muscle Shoals,2013
Jobs,2013
Cutie and the Boxer,2013
Lee Daniels' The Butler,2013
Stag,2013
The Mortal Instruments: City of Bones,2013
Blood Ties,2013
Mr. Morgan's Last Love,2013
ghost shark,2013
Wetlands,2013
Dark Tourist,2013
Scenic Route,2013
Short Term 12,2013
Drinking Buddies,2013
all is lost,2013
10 Rules for Sleeping Around,2013
Gatchaman,2013
Missionary,2013
I Spit on Your Grave 2,2013
The Banshee Chapter,2013
RPG: Real Playing Game,2013
Bad Milo,2013
Closed Circuit,2013
Jodorowsky's Dune,2013
pioneer,2013
The Lifeguard,2013
One Direction: This Is Us,2013
Wolf Creek 2,2013
"1,000 Times Good Night",2013
Fright Night 2: New Blood,2013
Rush,2013
The Sacrament,2013
Riddick,2013
Empire State,2013
About Time,2013
breakout,2013
Innocence,2013
Touchy Feely,2013
Horns,2013
Good Ol' Freda,2013
Lucky Them,2013
Salinger,2013
Bad Words,2013
Hell Baby,2013
The Last of Robin Hood,2013
Supermensch: The Legend of Shep Gordon,2013
What If,2013
Jimi: All Is By My Side,2013
The Dog,2013
Are You Here,2013
Fading Gigolo,2013
Begin Again,2013
Hateship Loveship,2013
Marvel One-Shot: Agent Carter,2013
The Armstrong Lie,2013
The Liberator,2013
Third Person,2013
One Chance,2013
All Is Bright,2013
Autumn Blood,2013
How I Live Now,2013
Vikingdom,2013
Romeo and Juliet,2013
Blue Caprice,2013
The Love Punch,2013
Insidious: Chapter 2,2013
iNumber Number,2013
Don Jon,2013
Machete Kills,2013
There Are Monsters,2013
Plush,2013
Unforgiven (2013),2013
Four,2013
Life of Crime,2013
Robocroc,2013
In Secret,2013
My Lucky Star,2013
Prisoners,2013
Enough Said,2013
Kill Your Darlings,2013
Almost Human,2013
Diana,2013
A Single Shot,2013
Thanks for Sharing,2013
The Zero Theorem,2013
Cold Comes the Night,2013
+1,2013
Witching and Bitching,2013
Generation Iron,2013
C.O.G.,2013
The Lunchbox,2013
nebraska,2013
Battle of the Year,2013
Robotech: Love Live Alive,2013
Ambushed,2013
Filth,2013
The Wrath of Vajra,2013
"Runner, Runner",2013
Metallica Through the Never,2013
Cloudy with a Chance of Meatballs 2,2013
Nothing Left to Fear,2013
The Secret Lives of Dorks,2013
dark touch,2013
Baggage Claim,2013
We Are What We Are,2013
Believe,2013
Nurse 3D,2013
1,2013
Dead in Tombstone,2013
Filmage: The Story of Descendents / ALL,2013
Parkland,2013
Gravity,2013
A.C.O.D.,2013
Friended to Death,2013
The Summit,2013
The Dirties,2013
Curse of Chucky,2013
Beneath,2013
Sweetwater,2013
Escape Plan,2013
As I Lay Dying,2013
Blue is the Warmest Color,2013
Delivery Man,2013
Captain Phillips,2013
Made in America,2013
Zero Charisma,2013
Grand Piano,2013
CBGB,2013
Escape from Tomorrow,2013
The Fifth Estate,2013
Inside Llewyn Davis,2013
Anna,2013
A Monsterous Holiday,2013
Carrie,2013
Toy Story of Terror!,2013
Special ID,2013
Haunter,2013
Big Ass Spider,2013
Gimme Shelter,2013
Hellbenders 3D,2013
12 years a slave,2013
Paradise,2013
The Secret Village,2013
Broadway Idiot,2013
Aningaaq,2013
The Harvest,2013
Green Street Hooligans 3,2013
Bad Behavior,2013
Jackass Presents: Bad Grandpa,2013
The Protector 2,2013
Necessary Evil: Super-Villains of DC Comics,2013
Ender's Game,2013
Mute,2013
Losers Take All,2013
The Face of Love,2013
The Counselor,2013
Ida,2013
Saint Bernard,2013
Armistice,2013
Gingerdead Man Vs. Evil Bong,2013
thor 2,2013
Skinwalker Ranch,2013
Free Birds,2013
Djinn,2013
All Cheerleaders Die,2013
Last Vegas,2013
Big Sur,2013
Philomena,2013
12-12-12,2013
A Case of You,2013
The Starving Games,2013
The Book Thief,2013
Unidentified,2013
The Girl from Nagasaki,2013
Castello Cavalcanti,2013
Oldboy,2013
Scorned,2013
The Best Man Holiday,2013
Dom Hemingway,2013
The Hunger Games: Catching Fire,2013
Dear Mr. Watterson,2013
Wer,2013
Saving Mr. Banks,2013
Dallas Buyers Club,2013
Frozen,2013
MurderDrome,2013
Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013
Bettie Page Reveals All,2013
The Tale of Princess Kaguya,2013
HairBrained,2013
Black Nativity,2013
Hours,2013
The Railway Man,2013
Step Dogs,2013
American Hustle,2013
Marvel Iron Man & Hulk: Heroes United,2013
Enemies Closer,2013
The Adventurer: The Curse of The Midas Box,2013
out of the furnace,2013
Ice Soldiers,2013
A Journey to Planet Sanity,2013
Crave,2013
Tim's Vermeer,2013
47 Ronin,2013
Mandela: Long Walk to Freedom,2013
Expecting,2013
The Hobbit: The Desolation of Smaug,2013
Firestorm,2013
Only Lovers Left Alive,2013
The Den,2013
Tyler Perry's A Madea Christmas,2013
HowardCantour.com,2013
Chonda Pierce: Girl Talk,2013
Her,2013
Anchorman 2: The Legend Continues,2013
The Secret Life of Walter Mitty,2013
Wrong Cops,2013
Tracks,2013
Justin Bieber's Believe,2013
Police Story 5,2013
Thunder and the House of Magic,2013
Lone Survivor,2013
Nymphomaniac Volume II,2013
The Wolf of Wall Street,2013
Grudge Match,2013
Croft,2013
Nymphomaniac Volume I,2013
Labor Day,2013
Ninja 2: Shadow of a Tear,2013
In The Name of The King 3: The Last Mission,2013
Enemy,2013
Contest,2013
Inferno: A Linda Lovelace Story,2013
Legends of the Knight,2013
Heatseekers,2013
Cobra - The Space Pirate,2013
timeless,2013
The President Stole My Girlfriend,2013
Monster Witness Relocation Program,2013
I Am My Family Secret,2013
Risk,2013
Catalytic,2013
Inside the Machine,2013
The Unknown Soldier,2013
Swear to God,2013
Walter the Farting Dog,2013
Umbra,2013
Boneshaker,2013
How to Live Safely in a Science Fictional Universe,2013
Sex on the Moon,2013
Monster Butler,2013
Amityville - The Legacy 3D,2013
Buck Rogers,2013
Fairytale of New York,2013
Brilliant,2013
Bobby Fischer Goes to War,2013
Art of the Steal,2013
The Martian Chronicles,2013
Slingshot,2013
Houdini,2013
At Swim-Two-Birds,2013
Red Light Winter,2013
The Insane Laws,2013
The Thin Man,2013
Firelight,2013
Born to Be King,2013
mighty mouse,2013
Substitution,2013
DLR,2013
Offworld,2013
I Want My MTV,2013
At the Mountains of Madness,2013
From Mia With Love,2013
Flamingo Thief,2013
Virgin Mary,2013
The Osterman Weekend,2013
Three Mississippi,2013
Toxic Twins: The Toxic Avenger V,2013
Weightless,2013
Blatant Violence High,2013
The Order of the Seven,2013
A Thousand Guns,2013
Gideon's Sword,2013
The Ends of the Earth,2013
Untitled Disney Mountain Project,2013
Hyperion,2013
Larklight,2013
The Rut,2013
Emergency!,2013
Father Daughter Time: A Tale of Armed Robbery and Eskimo Kisses,2013
Pillage,2013
The Ten O'Clock People,2013
Hack/Slash,2013
beneath the deep,2013
Untitled Luc Besson/Angelina Jolie Project,2013
A View from the Bridge,2013
myst,2013
Sleight of Hand,2013
The Five Obstructions: Scorsese Vs. Trier,2013
Dominion: Dinosaurs Versus Aliens,2013
Line of Sight,2013
Skulduggery Pleasant,2013
Dambusters,2013
The Secret Journeys of Jack London: The Wild,2013
Boardwalk Hempire: The Rise and Fall of The Medical Kush Beach Club,2013
Convention,2013
Rentaghost,2013
Last Look,2013
Space Pirate Captain Harlock,2013
Area 52,2013
Mystery White Boy,2013
The Amateur Photographer,2013
Bumped,2013
Breaking the Bank,2013
magneto,2013
Five Brothers,2013
When Corruption Was King,2013
Emily the Strange,2013
Yogi Bear 2,2013
Dusty,2013
Leonardo da Vinci and the Soldiers of Forever,2013
Hindsight: Mitt Romney Exposed,2013
Dark Moon,2013
hovercar,2013
Girls Like Us,2013
Here There Be Monsters,2013
Mustache Riders,2013
Zombies vs. Gladiators,2013
Out of the Dark,2013
By Virtue Fall,2013
Family Getaway,2013
Boilerplate,2013
The Partner,2013
Panzer 88,2013
Carter Beats the Devil,2013
Taking Flight,2013
Last Man Standing,2013
Killer Pizza,2013
Join Our Content Team,2013
Owned & Operated by Valnet Inc.,2013
What's On Streaming,2014
Box Office News,2014
Thrillers,2014
Paramount+,2014
James Bond,2014
Join Our Content Team,2014
Owned & Operated by Valnet Inc.,2014
2012,2014
2013,2014
2014,2014
2015,2014
Avalanche Sharks,2014
Paranormal Activity: The Marked Ones,2014
Jamesy Boy,2014
Ride Along,2014
Back in the Day,2014
Devil's Due,2014
The Legend of Hercules,2014
dumbbells,2014
The Truth about Emanuel,2014
Plastic Galaxy,2014
Patterns of Evidence: The Exodus,2014
Jack Ryan: Shadow Recruit,2014
Wild,2014
The Nut Job,2014
Freezer,2014
Reasonable Doubt,2014
Whitey: United States of America V. James J. Bulger,2014
Infinitely Polar Bear,2014
The Better Angels,2014
The Voices,2014
Low Down,2014
Song One,2014
JLA Adventures: Trapped in Time,2014
Hits,2014
"I, Frankenstein",2014
The Monuments Men,2014
As the Palaces Burn,2014
That Awkward Moment,2014
RoboCop (2014),2014
Best Night Ever,2014
The Hungover Games,2014
Barefoot,2014
Justice League: War,2014
Marvel One-Shot: All Hail the King,2014
Cabin Fever 3,2014
The Pretty One,2014
Love Is Strange,2014
Vampire Academy,2014
Someone Marry Barry,2014
Mr. Peabody and Sherman,2014
Endless Love,2014
Aloft,2014
Dead Snow: Red vs. Dead,2014
Winter's Tale,2014
The Pirate Fairy,2014
Lucky Bastard,2014
date and switch,2014
Cuban Fury,2014
About Last Night,2014
3 Days to Kill,2014
McCanick,2014
pompeii,2014
Party Central,2014
Plague Inc: Evolved,2014
Angels in Stardust,2014
Unfriend,2014
The Grand Budapest Hotel,2014
Non-Stop,2014
Son of God,2014
Repentance,2014
The Bag Man,2014
Kiki's Delivery Service,2014
Wicked Blood,2014
300: Rise of an Empire,2014
Faults,2014
My Own Man,2014
Noah,2014
Kelly & Cal,2014
No Clue,2014
Effie Gray,2014
Mateo,2014
Need For Speed,2014
Veronica Mars,2014
Dark House,2014
Shirin in Love,2014
Divergent,2014
Better Living Through Chemistry,2014
The Single Moms Club,2014
Reach Me,2014
Under the Skin,2014
Revenge of the Green Dragons,2014
Boys of Abu Ghraib,2014
The Signal,2014
Exists,2014
Rio 2,2014
Born to Race: Fast Track,2014
Captain America: The Winter Soldier,2014
A Long Way Down,2014
Backcountry,2014
Muppets Most Wanted,2014
50 to 1,2014
Parts Per Billion,2014
Happy Camp,2014
Avengers Confidential: Black Widow & Punisher,2014
Moms' Night Out,2014
Scooby-Doo! Wrestlemania Mystery,2014
the gable 5,2014
The Raid 2,2014
Cesar Chavez,2014
Airplane Vs Volcano,2014
Sabotage,2014
The Quiet Ones,2014
Island of Lemurs: Madagascar,2014
Stage Fright,2014
Oculus,2014
Alien Abduction,2014
Something Wicked,2014
Afflicted,2014
In the Blood,2014
Jinn,2014
Little Accidents,2014
Bad Ass 2: Bad Asses,2014
Perfect Sisters,2014
Locke,2014
Joe,2014
draft day,2014
Calvary,2014
Road to Paloma,2014
From the Dark,2014
Behaving Badly,2014
Mutual Friends,2014
amazing spider-man 2,2014
Heaven Is for Real,2014
Transcendence,2014
A Haunted House 2,2014
Let Us Prey,2014
Bears,2014
13 Sins,2014
Trailer Park Boys: Don't Legalize It,2014
Small Time,2014
glass chin,2014
In Your Eyes,2014
boulevard,2014
Every Secret Thing,2014
Swelter,2014
Brick Mansions,2014
Night Moves,2014
