Movie,Year
America: Imagine the World Without Her,2014
They Came Together,2014
Deliver Us from Evil,2014
Earth to Echo,2014
School Dance,2014
Tammy,2014
Boyhood,2014
Rage,2014
Road to Paloma,2014
Snowpiercer,2014
I Origins,2014
Persecuted,2014
Planes: Fire & Rescue,2014
The Purge: Anarchy,2014
Sex Tape,2014
Tiger Orange,2014
Wish I Was Here,2014
And So It Goes,2014
Happy Christmas,2014
Hercules,2014
Lucy,2014
Magic in the Moonlight,2014
A Most Wanted Man,2014
My Man Is a Loser,2014
Get on Up,2014
Mercenaries,2014
4 Minute Mile,2014
The Hundred-Foot Journey,2014
Into the Storm,2014
Step Up: All In,2014
Teenage Mutant Ninja Turtles,2014
Let's Be Cops,2014
The Expendables 3,2014
The Giver,2014
Life After Beth,2014
The One I Love,2014
If I Stay,2014
Leprechaun: Origins,2014
Love Is Strange,2014
The Prince,2014
Sin City: A Dame to Kill For,2014
When the Game Stands Tall,2014
"As Above, So Below",2014
Cake,2014
Atlas Shrugged: Part III,2014
Dolphin Tale 2,2014
Honeymoon,2014
No Good Deed,2014
The Guest,2014
A Walk Among the Tombstones,2014
The Maze Runner,2014
The Scribbler,2014
The Skeleton Twins,2014
This Is Where I Leave You,2014
Tusk,2014
The Boxtrolls,2014
The Equalizer,2014
The Song,2014
The Two Faces of January,2014
Annabelle,2014
Gone Girl,2014
The Good Lie,2014
Left Behind,2014
"Men, Women & Children",2014
Last Shift,2014
Addicted,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
Dracula Untold,2014
The Judge,2014
Whiplash,2014
You're Not You,2014
Birdman or (The Unexpected Virtue of Ignorance),2014
The Book of Life,2014
Camp X-Ray,2014
The Czar of Black Hollywood,2014
Dear White People,2014
Fury,2014
Listen Up Philip,2014
Nightcrawler,2014
Pernicious,2014
Young Ones,2014
John Wick,2014
Laggies,2014
Revenge of the Green Dragons,2014
Ouija,2014
Interstellar,2014
A Merry Friggin' Christmas,2014
The Better Angels,2014
Elsa & Fred,2014
Jessabelle,2014
The Peripheral,2014
Beside Still Waters,2014
Beyond the Lights,2014
Dumb and Dumber To,2014
Foxcatcher,2014
The Homesman,2014
Saving Christmas,2014
Witching Hour,2014
Horrible Bosses 2,2014
Penguins of Madagascar,2014
Comet,2014
Wild,2014
Exodus: Gods and Kings,2014
Inherent Vice,2014
The Color of Time,2014
Top Five,2014
The Hobbit: The Battle of the Five Armies,2014
Goodbye To All That,2014
Annie,2014
Night at the Museum: Secret of the Tomb,2014
Big Eyes,2014
The Gambler,2014
The Interview,2014
Into the Woods,2014
Selma,2014
Unbroken,2014
Star Wars: The Force Awakens,2015
Jurassic World,2015
Avengers: Age of Ultron,2015
Inside Out,2015
Furious 7,2015
Minions,2015
The Hunger Games: Mockingjay – Part 2,2015
The Martian,2015
Cinderella,2015
Spectre,2015
The Avengers,2015
Avatar,2015
The Dark Knight,2015
Titanic,2015
Shrek 2,2015
The Lion King,2015
Toy Story 3,2015
Frozen,2015
Finding Nemo,2015
Despicable Me 2,2015
Shrek the Third,2015
Straight Outta Compton,2015
Walk the Line,2015
Harry Potter and the Deathly Hallows – Part 2,2015
Deathly Hallows – Part 2,2015
Force Awakens,2015
Iron Man 3,2015
The Hobbit: An Unexpected Journey,2015
Spider-Man 2,2015
The Amazing Spider-Man,2015
Transformers: Revenge of the Fallen,2015
Sherlock Holmes,2015
The Woman in Black: Angel of Death,2015
Taken 3,2015
Let's Kill Ward's Wife,2015
Match,2015
Blackhat,2015
Little Accidents,2015
Spare Parts,2015
The Wedding Ringer,2015
Vice,2015
Veronika Decides to Die,2015
The Boy Next Door,2015
The Humbling,2015
Mortdecai,2015
Song One,2015
Strange Magic,2015
We'll Never Have Paris,2015
Black or White,2015
The Loft,2015
Project Almanac,2015
Wild Card,2015
3 Nights in the Desert,2015
Enter the Dangerous Mind,2015
Jupiter Ascending,2015
Seventh Son,2015
The SpongeBob Movie: Sponge Out of Water,2015
The Voices,2015
Accidental Love,2015
Da Sweet Blood of Jesus,2015
Fifty Shades of Grey,2015
Kingsman: The Secret Service,2015
The Last Five Years,2015
The DUFF,2015
Hot Tub Time Machine 2,2015
"McFarland, USA",2015
Everly,2015
Focus,2015
The Lazarus Effect,2015
Maps to the Stars,2015
Bad Asses on the Bayou,2015
Chappie,2015
Road Hard,2015
The Second Best Exotic Marigold Hotel,2015
Unfinished Business,2015
Faults,2015
The Cobbler,2015
Cymbeline,2015
Home Sweet Hell,2015
It Follows,2015
Muck,2015
Run All Night,2015
Danny Collins,2015
The Divergent Series: Insurgent,2015
Do You Believe?,2015
The Gunman,2015
Tracers,2015
The Walking Deceased,2015
Get Hard,2015
Home,2015
Serena,2015
While We're Young,2015
Woman in Gold,2015
Ex Machina,2015
The Longest Ride,2015
Lost River,2015
1915,2015
Alex of Venice,2015
Beyond the Reach,2015
Child 44,2015
Monkey Kingdom,2015
Paul Blart: Mall Cop 2,2015
The Road Within,2015
True Story,2015
Unfriended,2015
Adult Beginners,2015
Blackbird,2015
Brotherly Love,2015
Just Before I Go,2015
Little Boy,2015
The Age of Adaline,2015
The Water Diviner,2015
The D Train,2015
Hot Pursuit,2015
Maggie,2015
Mad Max: Fury Road,2015
Pitch Perfect 2,2015
I'll See You in My Dreams,2015
Poltergeist,2015
Tomorrowland,2015
Aloha,2015
San Andreas,2015
Barely Lethal,2015
Heaven Knows What,2015
Entourage,2015
Spy,2015
Insidious: Chapter 3,2015
Love & Mercy,2015
Me and Earl and the Dying Girl,2015
Dope,2015
Max,2015
Ted 2,2015
Terminator Genisys,2015
Magic Mike XXL,2015
The Gallows,2015
Self/Less,2015
Tangerine,2015
Boulevard,2015
Strangerland,2015
Ant-Man,2015
Trainwreck,2015
Irrational Man,2015
Mr. Holmes,2015
Pixels,2015
Southpaw,2015
Paper Towns,2015
The Vatican Tapes,2015
Vacation,2015
Mission Impossible: Rogue Nation,2015
Fantastic Four,2015
The Gift,2015
Ricki and the Flash,2015
The Man from U.N.C.L.E.,2015
American Ultra,2015
Hitman: Agent 47,2015
She's Funny That Way,2015
No Escape,2015
War Room,2015
Before We Go,2015
The Visit,2015
The Perfect Guy,2015
Sleeping with Other People,2015
Black Mass,2015
Captive,2015
Everest,2015
Maze Runner: The Scorch Trials,2015
Sicario,2015
War Pigs,2015
Hotel Transylvania 2,2015
99 Homes,2015
The Intern,2015
Stonewall,2015
Mississippi Grind,2015
The Walk,2015
Freeheld,2015
Steve Jobs,2015
Pan,2015
Knock Knock,2015
Beasts of No Nation,2015
Bridge of Spies,2015
Crimson Peak,2015
Goosebumps,2015
Room,2015
Woodlawn,2015
citation needed,2015
Truth,2015
Experimenter,2015
Rock the Kasbah,2015
Paranormal Activity: The Ghost Dimension,2015
Jem and the Holograms,2015
The Last Witch Hunter,2015
Bone Tomahawk,2015
I Smile Back,2015
Scouts Guide to the Zombie Apocalypse,2015
Our Brand Is Crisis,2015
Freaks of Nature,2015
Burnt,2015
Spotlight,2015
The Peanuts Movie,2015
The 33,2015
My All American,2015
Love the Coopers,2015
By The Sea,2015
Carol,2015
Legend,2015
The Night Before,2015
Creed,2015
The Good Dinosaur,2015
Victor Frankenstein,2015
Krampus,2015
In the Heart of the Sea,2015
The Big Short,2015
Alvin and the Chipmunks: The Road Chip,2015
Sisters,2015
Extraction,2015
Concussion,2015
Daddy's Home,2015
Joy,2015
Point Break,2015
The Hateful Eight,2015
The Revenant,2015
Anomalisa,2015
Rogue One: A Star Wars Story,2016
Finding Dory,2016
Captain America: Civil War,2016
The Secret Life of Pets,2016
The Jungle Book,2016
Deadpool,2016
Zootopia,2016
Batman v Superman: Dawn of Justice,2016
Suicide Squad,2016
Sing,2016
The Forest,2016
Anesthesia,2016
Lamb,2016
Ride Along 2,2016
13 Hours: The Secret Soldiers of Benghazi,2016
Norm of the North,2016
The Benefactor,2016
Dirty Grandpa,2016
The 5th Wave,2016
The Boy,2016
Synchronicity,2016
Kung Fu Panda 3,2016
The Finest Hours,2016
Fifty Shades of Black,2016
Jane Got a Gun,2016
"Hail, Caesar!",2016
Pride and Prejudice and Zombies,2016
The Choice,2016
Zoolander 2,2016
How to Be Single,2016
Risen,2016
The Witch,2016
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016
Gods of Egypt,2016
Triple 9,2016
Eddie the Eagle,2016
London Has Fallen,2016
Whiskey Tango Foxtrot,2016
The Other Side of the Door,2016
Open Season: Scared Silly,2016
10 Cloverfield Lane,2016
The Brothers Grimsby,2016
The Young Messiah,2016
The Perfect Match,2016
"Hello, My Name Is Doris",2016
Miracles from Heaven,2016
The Divergent Series: Allegiant,2016
The Bronze,2016
Midnight Special,2016
My Big Fat Greek Wedding 2,2016
I Saw the Light,2016
Everybody Wants Some!!,2016
God's Not Dead 2,2016
Meet the Blacks,2016
Miles Ahead,2016
Pandemic,2016
The Boss,2016
Hardcore Henry,2016
Demolition,2016
The Invitation,2016
Hush,2016
Barbershop: The Next Cut,2016
Criminal,2016
Green Room,2016
The Huntsman: Winter's War,2016
A Hologram for the King,2016
Elvis & Nixon,2016
Keanu,2016
Mother's Day,2016
Ratchet & Clank,2016
Money Monster,2016
Sundown,2016
The Darkness,2016
The Angry Birds Movie,2016
Neighbors 2: Sorority Rising,2016
The Nice Guys,2016
X-Men: Apocalypse,2016
Alice Through the Looking Glass,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,2016
Me Before You,2016
Popstar: Never Stop Never Stopping,2016
The Conjuring 2,2016
Warcraft,2016
Now You See Me 2,2016
Central Intelligence,2016
Independence Day: Resurgence,2016
The Shallows,2016
Free State of Jones,2016
The Neon Demon,2016
Swiss Army Man,2016
The Legend of Tarzan,2016
The BFG,2016
The Purge: Election Year,2016
Marauders,2016
Captain Fantastic,2016
Mike and Dave Need Wedding Dates,2016
Characterz,2016
The Infiltrator,2016
Café Society,2016
Ghostbusters,2016
Star Trek Beyond,2016
Batman: The Killing Joke,2016
Ice Age: Collision Course,2016
Lights Out,2016
Nerve,2016
Jason Bourne,2016
Bad Moms,2016
Pete's Dragon,2016
Sausage Party,2016
Hell or High Water,2016
Ben-Hur,2016
Kubo and the Two Strings,2016
War Dogs,2016
Mechanic: Resurrection,2016
Don't Breathe,2016
Hands of Stone,2016
The 9th Life of Louis Drax,2016
The Light Between Oceans,2016
Morgan,2016
Sully,2016
When the Bough Breaks,2016
The Disappointments Room,2016
Bridget Jones's Baby,2016
Snowden,2016
Blair Witch,2016
Hillsong: Let Hope Rise,2016
The Magnificent Seven,2016
Storks,2016
Miss Peregrine's Home for Peculiar Children,2016
Deepwater Horizon,2016
Queen of Katwe,2016
Masterminds,2016
The Girl on the Train,2016
The Birth of a Nation,2016
Middle School: The Worst Years of My Life,2016
The Accountant,2016
Kevin Hart: What Now?,2016
Max Steel,2016
Jack Reacher: Never Go Back,2016
Keeping Up with the Joneses,2016
Ouija: Origin of Evil,2016
Boo! A Madea Halloween,2016
I'm Not Ashamed,2016
American Pastoral,2016
Inferno,2016
Doctor Strange,2016
Trolls,2016
Hacksaw Ridge,2016
Loving,2016
The Love Witch,2016
Arrival,2016
Billy Lynn's Long Halftime Walk,2016
Almost Christmas,2016
Fantastic Beasts and Where to Find Them,2016
The Edge of Seventeen,2016
Bleed for This,2016
Manchester by the Sea,2016
Moana,2016
Allied,2016
Bad Santa 2,2016
Rules Don't Apply,2016
Incarnate,2016
La La Land,2016
Office Christmas Party,2016
Collateral Beauty,2016
Fences,2016
The Founder,2016
Assassin's Creed,2016
Passengers,2016
Patriots Day,2016
A Monster Calls,2016
Silence,2016
Why Him?,2016
Hidden Figures,2016
Live by Night,2016
Paterson,2016
